origin,mae,rmse,n
2022-01-15,822.4537920031389,942.6642450955259,48
2022-01-16,873.321861444106,989.9687786219902,48
2022-01-17,1487.0033010376853,1865.452293663892,48
2022-01-18,867.4052265725219,1047.608888228108,48
2022-01-19,495.2214751097002,577.4418247806083,48
2022-01-20,337.6003126977323,425.35369761476323,48
2022-01-21,292.7656159290221,386.8627541682878,48
2022-01-22,383.50953504678245,433.00744457307655,48
2022-01-23,310.03468047491305,355.5793518047982,48
2022-01-24,300.73852472560617,370.17753269072057,48
2022-01-25,375.0188013388749,482.05953147857167,48
2022-01-26,315.9552536824806,382.30542696053817,48
2022-01-27,402.7480357802772,539.7368359608352,48
2022-01-28,970.1500916329993,1154.161228756373,48
2022-01-29,1024.6538039358068,1199.940379633054,48
2022-01-30,1057.7323906296394,1200.0278402675683,48
2022-01-31,1460.418486447289,1750.2541338716148,48
2022-02-01,1876.7419685746581,2355.8697291177427,48
2022-02-02,863.0780608795225,977.0187540140471,48
2022-02-03,344.6148176210689,436.03983388002797,48
2022-02-04,515.3576998295285,629.3691911435471,48
2022-02-05,578.6817881059087,691.9305563624574,48
2022-02-06,502.8123903739742,582.18409761558,48
2022-02-07,367.6161901335001,437.70542896612636,48
2022-02-08,458.8313786243073,495.4186451276545,48
2022-02-09,416.83332460832133,519.1816790885446,48
2022-02-10,731.8162169652,1040.6661313057566,48
2022-02-11,440.0990660216186,515.46038880169,48
2022-02-12,289.0498963565604,386.36491468457587,48
2022-02-13,296.0724953871163,357.2319905152456,48
2022-02-14,286.77049863322054,350.72176226140084,48
2022-02-15,399.14036274872734,564.397982765479,48
2022-02-16,378.81595391012576,493.3247974645904,48
2022-02-17,776.9558602481143,1212.7074719430545,48
2022-02-18,687.9385522267575,937.3833767349472,48
2022-02-19,281.48487067894075,334.0479429030062,48
2022-02-20,644.0324637483063,780.6771193350809,48
2022-02-21,740.9347638333871,1053.8970263345404,48
2022-02-22,634.7460393956661,795.6188882510302,48
2022-02-23,573.2507443132117,719.5334093350347,48
2022-02-24,862.4988912425139,1083.522098346667,48
2022-02-25,800.0302259234692,1006.7608196389282,48
2022-02-26,558.3082023390585,657.5077078108735,48
2022-02-27,437.4412728282604,515.7584365449899,48
2022-02-28,615.5588643054426,780.1281126101661,48
2022-03-01,459.34805425407177,519.007643573137,48
2022-03-02,560.0714379821848,667.352643339448,48
2022-03-03,412.50277195524797,489.58838853359265,48
2022-03-04,486.3610207626827,596.0452624594313,48
2022-03-05,614.8001217126317,721.1322055303154,48
2022-03-06,488.0703919561826,576.2625690908152,48
2022-03-07,807.049363306137,1035.4076326901627,48
